source,source_type,relation,sub_relation,target,target_type,source_table
万复洛,西药,药品监管分级,,国家基本用药； 注射剂为国家医保药物,,
万复洛,西药,不良反应,,干燥,,
万复洛,西药,不良反应,,恶心,,
万复洛,西药,不良反应,,感觉异常,,
万复洛,西药,不良反应,,寒战,,
万复洛,西药,适应症,,感染,疾病,
万复洛,西药,不良反应,,心律失常,疾病,
万复洛,西药,不良反应,,肌痛,,
万复洛,西药,不良反应,,白细胞减少,,
万复洛,西药,不良反应,,腹泻,疾病,
万复洛,西药,成份,,重组人干扰素α2a,,
万复洛,西药,不良反应,,瘙痒症,疾病,
万复洛,西药,不良反应,,食欲减退,,
万复洛,西药,不良反应,,胸痛,疾病,
万夫洛,西药,适应症,,呼吸道感染,,
万夫洛,西药,适应症,,支气管炎,疾病,
万夫洛,西药,分类,,氟喹诺酮类/氟喹诺酮,,
万夫洛,西药,不良反应,,白细胞降低,,
万夫洛,西药,适应症,,肺炎,疾病,
万夫洛,西药,不良反应,,皮肤瘙痒,,
万夫洛,西药,不良反应,,血管神经性水肿,,
万悦,西药,英文名称,,Gatifloxacin for Injection,,
万悦,西药,成份,,加替沙星,,
万悦,西药,不良反应,,味觉丧失,,
万悦,西药,不良反应,,哮喘,疾病,
万悦,西药,分类,,喹诺酮类,,
万悦,西药,不良反应,,呼吸困难,,
万悦,西药,适应症,,支气管炎,疾病,
万悦,西药,不良反应,,斑丘疹,,
万悦,西药,不良反应,,支气管痉挛,,
万悦,西药,通用名,,注射用加替沙星,西药,
万悦,西药,不良反应,,皮疹,疾病,
万悦,西药,适应症,,肺炎,疾病,
万悦,西药,不良反应,,粒细胞减少,,
万悦,西药,不良反应,,紫绀,,
万悦,西药,不良反应,,过度通气,,
万悦,西药,不良反应,,胸痛,疾病,
万悦,西药,不良反应,,胸骨下胸痛,,
万托林,西药,不良反应,,低钾,,
万托林,西药,英文名称,,Salbutamol Sulphate Aerosol,,
万托林,西药,不良反应,,低钾血症,疾病,
万托林,西药,英文名称,,Salbutamol Sulfate Solution for inhalation,,
万托林,西药,不良反应,,兴奋,,
万托林,西药,不良反应,,刺激,,
万托林,西药,不良反应,,低血压,疾病,
万托林,西药,通用名,,吸入用硫酸沙丁胺醇溶液,西药,
万托林,西药,分类,,平喘药及慢阻肺用药,,
万托林,西药,不良反应,,亢进,,
万托林,西药,不良反应,,喘鸣,,
万托林,西药,适应症,,哮喘,疾病,
万托林,西药,药品监管分级,,医保药品,,
万托林,西药,不良反应,,头痛,,
万托林,西药,适应症,,支气管痉挛,,
万托林,西药,不良反应,,室上性心动过速,,
万托林,西药,不良反应,,房颤,疾病,
万托林,西药,不良反应,,心悸,,
万托林,西药,不良反应,,心动过速,,
万托林,西药,不良反应,,心律失常,疾病,
万托林,西药,不良反应,,多动,,
万托林,西药,不良反应,,排尿困难,,
万托林,西药,不良反应,,支气管痉挛,,
万托林,西药,药品监管分级,,外用药品,,
万托林,西药,不良反应,,早搏,疾病,
万托林,西药,不良反应,,心肌缺血,疾病,
万托林,西药,药品监管分级,,外用药物,,
万托林,西药,成份,,沙丁胺醇,,
万托林,西药,不良反应,,激动,,
万托林,西药,OTC类型,,甲类OTC,,
万托林,西药,通用名,,硫酸沙丁胺醇气雾剂,西药,
万托林,西药,不良反应,,水肿,疾病,
万托林,西药,不良反应,,胃肠道反应,,
万托林,西药,通用名,,硫酸沙丁胺醇吸入气雾剂,西药,
万托林,西药,不良反应,,痉挛,,
万托林,西药,不良反应,,神经性水肿,,
万托林,西药,不良反应,,过敏,,
万托林,西药,不良反应,,紧张,,
万托林,西药,不良反应,,虚脱,疾病,
万托林,西药,不良反应,,血管神经性水肿,,
万托林,西药,不良反应,,血管扩张,,
万托林,西药,不良反应,,荨麻疹,疾病,
万托林,西药,不良反应,,过敏反应,,
万敏新,西药,英文名称,,Cefaclor Dispersible Tablets,,
万托林,西药,不良反应,,血管舒张,,
万托林,西药,不良反应,,震颤,,
万托林,西药,不良反应,,肌肉痉挛,疾病,
万托林,西药,不良反应,,酸中毒,,
万敏新,西药,适应症,,呼吸道感染,,
万托林,西药,药品监管分级,,麻醉用药,,
万敏新,西药,适应症,,支气管炎,疾病,
万敏新,西药,不良反应,,嗜酸性粒细胞增多,,
万敏新,西药,成份,,头孢克洛,,
万敏新,西药,分类,,第二代头孢菌素,,
万敏新,西药,适应症,,肺炎,疾病,
万普定,西药,不良反应,,胸闷,,
万汶,西药,不良反应,,支气管痉挛,,
万汶,西药,不良反应,,肺水肿,疾病,
万祥,西药,不良反应,,呼吸浅,,
万祥,西药,不良反应,,气短,,
万祥,西药,适应症,,肺水肿,疾病,
万祥,西药,不良反应,,皮疹,疾病,
万祺,西药,不良反应,,皮疹,疾病,
万络,西药,不良反应,,支气管痉挛,,
万络,西药,不良反应,,肺水肿,疾病,
万联福宁,西药,分类,,抗结核病药,,
万联福宁,西药,成份,,布地奈德,,
万艾可,西药,不良反应,,呼吸困难,,
万苏平,西药,不良反应,,丘疹,,
万苏平,西药,不良反应,,白细胞减少,,
万苏平,西药,不良反应,,粒细胞缺乏,,
万苏平,西药,不良反应,,斑丘疹,,
万苏平,西药,不良反应,,荨麻疹,疾病,
万苏平,西药,不良反应,,荨麻疹样,,
万苏平,西药,不良反应,,过敏,,
万赛维,西药,不良反应,,全血细胞减少,,
万赛维,西药,不良反应,,发热,,
万赛维,西药,不良反应,,嗜酸性粒细胞增多,,
万赛维,西药,不良反应,,光敏反应,,
万赛维,西药,不良反应,,口腔念珠菌感染,,
万赛维,西药,不良反应,,发热（26%）,,
万赛维,西药,不良反应,,寒战,,
万赛维,西药,不良反应,,恶心（25%）,,
万赛维,西药,不良反应,,恶心（23%）,,
万赛维,西药,不良反应,,感染,疾病,
万赛维,西药,不良反应,,白细胞减少,,
万赛维,西药,不良反应,,粒细胞减少,,
万赛维,西药,不良反应,,过敏,,
万赛维,西药,不良反应,,过敏反应,,
万辅,西药,分类,,喹诺酮类,,
万辅,西药,适应症,,呼吸道感染,,
万赛维,西药,不良反应,,黄疸,疾病,
万辅,西药,不良反应,,皮疹,疾病,
万辅,西药,不良反应,,白细胞减低,,
万迅,西药,不良反应,,呼吸困难,,
万迅,西药,不良反应,,类过敏反应,,
万迅,西药,分类,,糖肽类抗菌药,,
万迅,西药,适应症,,肺炎,疾病,
万迅,西药,不良反应,,喘鸣,,
万迅,西药,不良反应,,白细胞降低,,
万迅,西药,通用名,,注射用盐酸去甲万古霉素,西药,
万迅,西药,成份,,盐酸去甲万古霉素,,
万适宁,西药,适应症,,呼吸道感染,,
万适宁,西药,适应症,,支气管炎,疾病,
万通,中成药,适应症,,肺炎,疾病,
三七,中草药,功能主治,,咯血,疾病,
三七粉,中成药,适应症,,咯血,疾病,
三七血伤宁胶囊,中成药,适应症,,咯血,疾病,
三九君必沙,西药,分类,,大环内酯类,,
三九君必沙,西药,成份,,琥乙红霉素（红霉素的琥珀酸乙酯）,,
三九君必沙,西药,成份,,琥乙红霉素,,
三代显,西药,不良反应,,喉头水肿,,
三代显,西药,不良反应,,呼吸减慢,,
三代显,西药,不良反应,,支气管痉挛,,
三代显,西药,不良反应,,呼吸抑制,,
三代显,西药,不良反应,,呼吸困难,,
三代显,西药,不良反应,,肺水肿,疾病,
三代显,西药,不良反应,,血管水肿,,
三倍可利,西药,不良反应,,严重甚至呼吸困难,,
三倍可利,西药,适应症,,呼吸道感染,,
三代显,西药,不良反应,,过敏性休克,疾病,
三倍可利,西药,不良反应,,呼吸困难,,
三倍可利,西药,不良反应,,胸闷,,
三倍可利,西药,不良反应,,过敏性休克,疾病,
三协唯,西药,不良反应,,呼吸困难,,
三号蛇胆川贝片,中成药,用法用量,,口服，一次3～4片，一日2～3次,,
三号蛇胆川贝片,中成药,功能主治,,久咳痰多,,
三号蛇胆川贝片,中成药,功能主治,,咯吐不利,,
三号蛇胆川贝片,中成药,功能主治,,肺失宣降所致的咳嗽咯痰,,
三号蛇胆川贝片,中成药,功能主治,,用于邪热蕴肺或痰热郁肺,,
三号蛇胆川贝片,中成药,功能主治,,祛痰,,
三号蛇胆川贝片,中成药,功能主治,,止咳,,
三味止咳片,中成药,用法用量,,口服，一次3片，一日3次,,
三味止咳片,中成药,药品类型,,处方药,,
三味止咳片,中成药,规格,,每片重0.45g,,
三味止咳片,中成药,功能主治,,平喘,,
三味止咳片,中成药,性状,,薄膜衣片，除去包衣显棕褐色至棕黑色,,
三味止咳片,中成药,功能主治,,镇咳,,
三味止咳片,中成药,功能主治,,用于慢性支气管炎,,
三味止咳片,中成药,功能主治,,祛痰,,
三子养亲汤,中成药,分类,,祛痰剂—温化寒痰剂,,
三子养亲汤,中成药,功能主治,,咳嗽喘逆,,
三子养亲汤,中成药,功能主治,,温肺化痰,,
三子止咳膏,中成药,用法用量,,口服，一次10克，一日3次,,
三子止咳膏,中成药,功能主治,,化痰止咳,,
三子止咳胶囊,西药,适应症,,咳嗽,,
三子止咳胶囊,西药,适应症,,支气管炎,疾病,
三子止咳胶囊,西药,成份,,白芥子（炒）,,
三子止咳胶囊,西药,成份,,紫苏子（炒）,,
三子止咳膏,中成药,规格,,每瓶装200克，每克膏相当于总药量1克,,
三子止咳膏,中成药,功能主治,,咯痰,,
三子止咳膏,中成药,功能主治,,用于痰湿咳嗽,,
三尖杉,中草药,功能主治,,肺癌,疾病,
三尖杉酯碱注射液,西药,不良反应,,胸闷,,
三尖杉酯碱注射液,西药,贮藏,,遮光，密闭保存,,
三拗片,中成药,适应症,,支气管炎,疾病,
三拗片,中成药,OTC类型,,甲类OTC,,
三拗片,中成药,分类,,中成药,,
三拗片,中成药,成份,,苦杏仁,,
三拗片,中成药,成份,,麻黄,中草药,
三拗片,中成药,适应症,,咳嗽,,
三清胶囊,中成药,成份,,桑白皮,,
三磷酸胞苷二钠注射液,西药,注意事项,,严禁静脉推注,,
三磷酸腺苷二钠—氯化镁注射液,西药,注意事项,,个别患者调整滴速后仍有胸闷感，禁止滴注,,
三磷酸腺苷二钠—氯化镁注射液,西药,不良反应,,胸闷,,
三磷酸腺苷二钠注射液,西药,不良反应,,咳嗽,,
三磷酸腺苷二钠注射液,西药,不良反应,,呼吸短促,,
三磷酸腺苷二钠注射液,西药,不良反应,,呼吸困难,,
三磷酸腺苷二钠注射液,西药,不良反应,,胸闷,,
三磷酸腺苷二钠注射液,西药,不良反应,,过敏性休克,疾病,
三精,西药,成份,,鱼腥草,,
三维康,西药,分类,,抗真菌药,,
三维康,西药,适应症,,肺炎,疾病,
三蛇胆川贝糖浆,西药,成份,,川贝母,中草药,
三蛇胆川贝糖浆,西药,适应症,,咳嗽,,
三蛇胆川贝糖浆,西药,分类,,清化热痰,,
三蛇胆川贝膏,中成药,功能主治,,化痰止咳,,
三蛇胆川贝膏,中成药,用法用量,,口服，一次14～20克，一日3次,,
三蛇胆川贝膏,中成药,注意事项,,对本品过敏者禁用，过敏体质者慎用,,
三蛇胆川贝膏,中成药,功能主治,,用于痰热咳嗽,,
三蛇胆川贝膏,中成药,注意事项,,服用三天病证无改善，应停止服用，去医院就诊,,
三蛇胆川贝膏,中成药,功能主治,,清热润肺,,
上呼吸道感染,疾病,ICD10,,J06.9,,
上呼吸道感染,疾病,英文名称,,upper respiratory tract infection,,
上呼吸道感染,疾病,症状,,呼吸不畅,,
上呼吸道感染,疾病,症状,,低热,,
上呼吸道感染,疾病,治疗,,中医中药治疗,,
上呼吸道感染,疾病,症状,,发热,,
上呼吸道感染,疾病,同义词,,URI,,
上呼吸道感染,疾病,症状,,充血,,
上呼吸道感染,疾病,症状,,主要为鼻部症状,,
上呼吸道感染,疾病,病因,,从而诱发本病,,
上呼吸道感染,疾病,病因,,受凉,,
上呼吸道感染,疾病,多发群体,,免疫功能低下或患有慢性呼吸道疾病的患者,,
上呼吸道感染,疾病,症状,,咽干,,
上呼吸道感染,疾病,症状,,咳嗽,,
上呼吸道感染,疾病,症状,,声嘶,,
上呼吸道感染,疾病,就诊科室,,呼吸内科,,
上呼吸道感染,疾病,症状,,咽痛,,
上呼吸道感染,疾病,症状,,喷嚏,,
上呼吸道感染,疾病,上位关系,,多发性和未特指部位的急性上呼吸道感染,,
上呼吸道感染,疾病,症状,,急性病毒性咽炎或喉炎,,
上呼吸道感染,疾病,症状,,流清水样鼻涕,,
上呼吸道感染,疾病,多发群体,,幼,,
上呼吸道感染,疾病,症状,,明显咽痛,,
上呼吸道感染,疾病,症状,,急性上呼吸道感染,疾病,
上呼吸道感染,疾病,检查,,病原学检查,,
上呼吸道感染,疾病,症状,,细菌性咽—扁桃体炎,,
上呼吸道感染,疾病,检查,,血常规,,
上呼吸道感染,疾病,症状,,轻度畏寒,,
上呼吸道感染,疾病,治疗,,病因治疗,,
上呼吸道感染,疾病,症状,,鼻塞,疾病,
上气道梗阻,疾病,多发群体,,儿童,,
上气道梗阻,疾病,发病部位,,上气道,,
上气道梗阻,疾病,就诊科室,,呼吸内科,,
上气道梗阻,疾病,症状,,咳嗽,,
上气道梗阻,疾病,症状,,呼吸困难,,
上气道梗阻,疾病,病因,,上气道异物,,
上气道梗阻,疾病,症状,,干咳,,
上气道梗阻,疾病,病因,,感染,疾病,
上气道梗阻,疾病,症状,,气急,,
上气道梗阻,疾病,病因,,假膜形成,,
上气道梗阻,疾病,症状,,听诊可闻及喘鸣音,,
上气道梗阻,疾病,辅助治疗,,俯卧位,,
上气道梗阻,疾病,症状,,声嘶,,
上气道梗阻,疾病,症状,,气急等,,
上气道梗阻,疾病,病因,,咽部水肿,,
上气道梗阻,疾病,辅助治疗,,机械通气的气道管理,,
上气道梗阻,疾病,症状,,突发性严重呼吸困难,,
上气道梗阻,疾病,手术治疗,,气管切开术,,
上气道梗阻,疾病,辅助治疗,,鼻咽通气管,,
上气道梗阻,疾病,病因,,水肿,疾病,
上气道梗阻,疾病,辅助治疗,,鼻连续正压呼吸机,,
上清胶囊,中成药,用法用量,,口服，一次3粒，一日2次,,
上清胶囊,中成药,规格,,每粒装0.35克,,
上生,西药,不良反应,,肺水肿,疾病,
上皮样囊肿,疾病,检查,,CT表现,,
上皮样囊肿,疾病,检查,,X片表现,,
上皮样血管内皮细胞瘤,疾病,症状,,结节,,
上皮样血管内皮细胞瘤,疾病,症状,,病变处可见丘疹或结节,,
上腔静脉受压综合征,疾病,症状,,咳嗽,,
上腔静脉受压综合征,疾病,症状,,"急性或亚急性呼吸困难,面颈肿胀,咳嗽,头痛头胀,恶心",,
上腔静脉受压综合征,疾病,病因,,"血栓形成纤维化,外部压迫,肿瘤侵犯",,
上腔静脉综合征,疾病,病因,,上腔静脉血栓形成,,
上腔静脉综合征,疾病,同义词,,上腔静脉阻塞综合征,,
上腔静脉综合征,疾病,临床症状及体征,,上肢和面部水肿,,
上腔静脉综合征,疾病,检查,,上腔静脉造影,,
上腔静脉受压综合征,疾病,症状,,声嘶,,
上腔静脉综合征,疾病,症状,,呼吸困难,,
上腔静脉综合征,疾病,病因,,恶性肿瘤侵犯或压迫上腔静脉,,
上腔静脉综合征,疾病,症状,,声音嘶哑,,
上腔静脉综合征,疾病,病因,,纵隔的原发的或转移性肿瘤,,
上腔静脉综合征,疾病,临床症状及体征,,颈部和胸壁静脉扩张,,
不动杆菌感染,疾病,病因,,不动杆菌,,
不动杆菌感染,疾病,英文名称,,Acinetobacter Infection,,
不动杆菌感染,疾病,就诊科室,,内科,,
不动杆菌感染,疾病,症状,,休克,疾病,
不动杆菌感染,疾病,症状,,发热,,
不动杆菌感染,疾病,ICD10,,A49.8,,
不动杆菌感染,疾病,症状,,咳嗽,,
不动杆菌感染,疾病,症状,,呼吸道感染,,
不动杆菌感染,疾病,症状,,感染,疾病,
不动杆菌感染,疾病,症状,,气急,,
不动杆菌感染,疾病,症状,,发绀,,
不动杆菌感染,疾病,上位关系,,未特指部位的细菌性感染,,
不动杆菌感染,疾病,症状,,渗出,,
不动杆菌感染,疾病,症状,,胸痛,疾病,
不动杆菌感染,疾病,症状,,肺炎,疾病,
不动杆菌肺炎,疾病,症状,,发绀,,
不动杆菌肺炎,疾病,病因,,不动杆菌院内感染所致,,
不动杆菌肺炎,疾病,就诊科室,,呼吸内科,,
不动杆菌肺炎,疾病,检查,,实验室检查,,
不动杆菌肺炎,疾病,症状,,呼吸困难,,
不动杆菌肺炎,疾病,症状,,咳嗽剧烈,,
不动杆菌肺炎,疾病,症状,,咳嗽,,
不动杆菌肺炎,疾病,传播途径,,呼吸机管道等传播,,
不动杆菌肺炎,疾病,症状,,胸腔积液,疾病,
不动杆菌肺炎,疾病,症状,,寒战,,
不动杆菌肺炎,疾病,传播途径,,湿化瓶,,
不动杆菌肺炎,疾病,症状,,痰黏稠,,
不动杆菌肺炎,疾病,症状,,气促,,
不动杆菌肺炎,疾病,传染性,,有,,
不动杆菌肺炎,疾病,症状,,畏食,,
不动杆菌肺炎,疾病,症状,,恶心,,
不动杆菌肺炎,疾病,症状,,脓胸,疾病,
不动杆菌肺炎,疾病,症状,,败血症,疾病,
不动杆菌肺炎,疾病,症状,,感染,疾病,
不动杆菌肺炎,疾病,传播途径,,面罩,,
不动杆菌肺炎,疾病,传播途径,,通过呼吸道人工管道和雾化器,,
不动杆菌肺炎,疾病,症状,,高热,,
不动杆菌肺炎,疾病,多发群体,,长期住院或机体抵抗力降低患者,,
世保扶,西药,不良反应,,休克,疾病,
世保扶,西药,英文名称,,Sparfloxacin Tablets,,
世保扶,西药,不良反应,,呼吸困难,,
世保扶,西药,成份,,司帕沙星,,
世保扶,西药,不良反应,,嗜酸性粒细胞增多,,
世保扶,西药,不良反应,,发热,,
世保扶,西药,适应症,,支气管炎,疾病,
世保扶,西药,分类,,氟喹诺酮类,,
世保扶,西药,不良反应,,声音嘶哑,,
世保扶,西药,不良反应,,浮肿,,
世保扶,西药,不良反应,,肺炎,疾病,
世保扶,西药,适应症,,肺炎,疾病,
世保扶,西药,不良反应,,过敏反应,,
世保扶,西药,不良反应,,过敏,,
世保扶,西药,不良反应,,间质性肺炎,,
世扶尼,西药,不良反应,,咳嗽,,
世扶尼,西药,不良反应,,嗜酸细胞增多,,
世扶尼,西药,不良反应,,呼吸困难,,
世扶尼,西药,不良反应,,喘鸣,,
世扶尼,西药,成份,,头孢地尼,,
世扶尼,西药,适应症,,支气管炎,疾病,
世扶尼,西药,不良反应,,肺炎,疾病,
世扶尼,西药,分类,,第三代头孢菌素,,
世扶尼,西药,适应症,,肺炎,疾病,
世扶尼,西药,不良反应,,胸闷,,
世扶尼,西药,不良反应,,胸部压迫感,,
世扶尼,西药,不良反应,,胸部X线异常,,
世扶尼,西药,不良反应,,间质性肺炎,,
世普欢,西药,适应症,,呼吸道感染,,
世普欢,西药,成份,,乳酸环丙沙星,,
